Scraper,Modèle,Grade,Prix
Smartgrade, A42 5G (A426), Grade G,2.5
Smartgrade, A42 5G (A426), Fully Broken,0
Smartgrade, A40 (A405), Grade A,15.8
Smartgrade, A40 (A405), Grade B,12.4
Smartgrade, A40 (A405), Grade C,5.6
Smartgrade, A40 (A405), Grade D,4.1
Smartgrade, A40 (A405), Grade E,0
Smartgrade, A40 (A405), Grade F,0
Smartgrade, A40 (A405), Grade G,2.5
Smartgrade, A40 (A405), Fully Broken,0
Smartgrade, A3 2017 (A320), Grade A,3.0
Smartgrade, A3 2017 (A320), Grade B,1.9
Smartgrade, A3 2017 (A320), Grade C,0.3
Smartgrade, A3 2017 (A320), Grade D,0
Smartgrade, A3 2017 (A320), Grade E,0
Smartgrade, A3 2017 (A320), Grade F,0
Smartgrade, A3 2017 (A320), Grade G,1.3
Smartgrade, A3 2017 (A320), Fully Broken,0
Smartgrade, A31 (A315), Grade A,20.3
Smartgrade, A31 (A315), Grade B,18.0
Smartgrade, A31 (A315), Grade C,10.3
Smartgrade, A31 (A315), Grade D,8.0
Smartgrade, A31 (A315), Grade E,0
Smartgrade, A31 (A315), Grade F,0
Smartgrade, A31 (A315), Grade G,2.5
Smartgrade, A31 (A315), Fully Broken,0
Smartgrade, A3 2016 (A310), Grade A,8.2
Smartgrade, A3 2016 (A310), Grade B,5.7
Smartgrade, A3 2016 (A310), Grade C,2.6
Smartgrade, A3 2016 (A310), Grade D,1.4
Smartgrade, A3 2016 (A310), Grade E,0
Smartgrade, A3 2016 (A310), Grade F,0
Smartgrade, A3 2016 (A310), Grade G,2.5
Smartgrade, A3 2016 (A310), Fully Broken,0
Smartgrade, A32 (A325), Grade A,20.3
Smartgrade, A32 (A325), Grade B,17.4
Smartgrade, A32 (A325), Grade C,9.1
Smartgrade, A32 (A325), Grade D,5.1
Smartgrade, A32 (A325), Grade E,0
Smartgrade, A32 (A325), Grade F,0
Smartgrade, A32 (A325), Grade G,2.5
Smartgrade, A32 (A325), Fully Broken,0
Smartgrade, A30S (A307), Grade A,13.1
Smartgrade, A30S (A307), Grade B,10.4
Smartgrade, A30S (A307), Grade C,5.4
Smartgrade, A30S (A307), Grade D,3.7
Smartgrade, A30S (A307), Grade E,0
Smartgrade, A30S (A307), Grade F,0
Smartgrade, A30S (A307), Grade G,2.5
Smartgrade, A30S (A307), Fully Broken,0
Smartgrade, A30 (A305), Grade A,13.9
Smartgrade, A30 (A305), Grade B,11.3
Smartgrade, A30 (A305), Grade C,7.0
Smartgrade, A30 (A305), Grade D,3.7
Smartgrade, A30 (A305), Grade E,0
Smartgrade, A30 (A305), Grade F,0
Smartgrade, A30 (A305), Grade G,2.5
Smartgrade, A30 (A305), Fully Broken,0
Smartgrade, A20 (A205), Grade A,8.2
Smartgrade, A20 (A205), Grade B,5.7
Smartgrade, A20 (A205), Grade C,2.2
Smartgrade, A20 (A205), Grade D,1.0
Smartgrade, A20 (A205), Grade E,0
Smartgrade, A20 (A205), Grade F,0
Smartgrade, A20 (A205), Grade G,2.5
Smartgrade, A20 (A205), Fully Broken,0
Smartgrade, A22 4G (A225), Grade A,23.0
Smartgrade, A22 4G (A225), Grade B,21.2
Smartgrade, A22 4G (A225), Grade C,14.6
Smartgrade, A22 4G (A225), Grade D,9.5
Smartgrade, A22 4G (A225), Grade E,0
Smartgrade, A22 4G (A225), Grade F,0
Smartgrade, A22 4G (A225), Grade G,2.5
Smartgrade, A22 4G (A225), Fully Broken,0
Smartgrade, J8 (J810), Grade A,13.3
Smartgrade, J8 (J810), Grade B,10.9
Smartgrade, J8 (J810), Grade C,5.7
Smartgrade, J8 (J810), Grade D,3.3
Smartgrade, J8 (J810), Grade E,0
Smartgrade, J8 (J810), Grade F,0
Smartgrade, J8 (J810), Grade G,2.5
Smartgrade, J8 (J810), Fully Broken,0
Smartgrade, J8+ (J805), Grade A,13.3
Smartgrade, J8+ (J805), Grade B,10.9
Smartgrade, J8+ (J805), Grade C,5.7
Smartgrade, J8+ (J805), Grade D,3.3
Smartgrade, J8+ (J805), Grade E,0
Smartgrade, J8+ (J805), Grade F,0
Smartgrade, J8+ (J805), Grade G,2.5
Smartgrade, J8+ (J805), Fully Broken,0
Smartgrade, J800 2018, Grade A,12.9
Smartgrade, J800 2018, Grade B,10.3
Smartgrade, J800 2018, Grade C,5.8
Smartgrade, J800 2018, Grade D,2.6
Smartgrade, J800 2018, Grade E,0
Smartgrade, J800 2018, Grade F,0
Smartgrade, J800 2018, Grade G,2.5
Smartgrade, J800 2018, Fully Broken,0
Smartgrade, J7 2017 (J730), Grade A,12.5
Smartgrade, J7 2017 (J730), Grade B,9.7
Smartgrade, J7 2017 (J730), Grade C,5.3
Smartgrade, J7 2017 (J730), Grade D,2.0
Smartgrade, J7 2017 (J730), Grade E,0
Smartgrade, J7 2017 (J730), Grade F,0
Smartgrade, J7 2017 (J730), Grade G,2.5
Smartgrade, J7 2017 (J730), Fully Broken,0
Smartgrade, J7 Duo (J720), Grade A,5.6
Smartgrade, J7 Duo (J720), Grade B,3.3
Smartgrade, J7 Duo (J720), Grade C,1.8
Smartgrade, J7 Duo (J720), Grade D,0.2
Smartgrade, J7 Duo (J720), Grade E,0
Smartgrade, J7 Duo (J720), Grade F,0
Smartgrade, J7 Duo (J720), Grade G,2.5
Smartgrade, J7 Duo (J720), Fully Broken,0
Smartgrade, J7 2018 (J710), Grade A,9.8
Smartgrade, J7 2018 (J710), Grade B,6.7
Smartgrade, J7 2018 (J710), Grade C,3.3
Smartgrade, J7 2018 (J710), Grade D,2.7
Smartgrade, J7 2018 (J710), Grade E,0
Smartgrade, J7 2018 (J710), Grade F,0
Smartgrade, J7 2018 (J710), Grade G,2.5
Smartgrade, J7 2018 (J710), Fully Broken,0
Smartgrade, J7 (J701), Grade A,6.4
Smartgrade, J7 (J701), Grade B,4.2
Smartgrade, J7 (J701), Grade C,1.2
Smartgrade, J7 (J701), Grade D,0.3
Smartgrade, J7 (J701), Grade E,0
Smartgrade, J7 (J701), Grade F,0
Smartgrade, J7 (J701), Grade G,2.5
Smartgrade, J7 (J701), Fully Broken,0
Smartgrade, J7 (J700), Grade A,9.0
Smartgrade, J7 (J700), Grade B,6.2
Smartgrade, J7 (J700), Grade C,3.0
Smartgrade, J7 (J700), Grade D,1.0
Smartgrade, J7 (J700), Grade E,0
Smartgrade, J7 (J700), Grade F,0
Smartgrade, J7 (J700), Grade G,2.5
Smartgrade, J7 (J700), Fully Broken,0
Smartgrade, J5 2017 (J530), Grade A,6.4
Smartgrade, J5 2017 (J530), Grade B,4.7
Smartgrade, J5 2017 (J530), Grade C,2.2
Smartgrade, J5 2017 (J530), Grade D,1.0
Smartgrade, J5 2017 (J530), Grade E,0
Smartgrade, J5 2017 (J530), Grade F,0
Smartgrade, J5 2017 (J530), Grade G,2.5
Smartgrade, J5 2017 (J530), Fully Broken,0
Smartgrade, J5 2016 (J510), Grade A,6.4
Smartgrade, J5 2016 (J510), Grade B,4.7
Smartgrade, J5 2016 (J510), Grade C,2.2
Smartgrade, J5 2016 (J510), Grade D,1.0
Smartgrade, J5 2016 (J510), Grade E,0
Smartgrade, J5 2016 (J510), Grade F,0
Smartgrade, J5 2016 (J510), Grade G,2.5
Smartgrade, J5 2016 (J510), Fully Broken,0
Smartgrade, J5 (J500), Grade A,3.0
Smartgrade, J5 (J500), Grade B,1.4
Smartgrade, J5 (J500), Grade C,0.3
Smartgrade, J5 (J500), Grade D,0
Smartgrade, J5 (J500), Grade E,0
Smartgrade, J5 (J500), Grade F,0
Smartgrade, J5 (J500), Grade G,2.5
Smartgrade, J5 (J500), Fully Broken,0
Smartgrade, J4 (J400), Grade A,6.6
Smartgrade, J4 (J400), Grade B,4.4
Smartgrade, J4 (J400), Grade C,1.8
Smartgrade, J4 (J400), Grade D,0.2
Smartgrade, J4 (J400), Grade E,0
Smartgrade, J4 (J400), Grade F,0
Smartgrade, J4 (J400), Grade G,2.5
Smartgrade, J4 (J400), Fully Broken,0
Smartgrade, J3 Pro (J320), Grade A,3.0
Smartgrade, J3 Pro (J320), Grade B,1.4
Smartgrade, J3 Pro (J320), Grade C,0.3
Smartgrade, J3 Pro (J320), Grade D,0
Smartgrade, J3 Pro (J320), Grade E,0
Smartgrade, J3 Pro (J320), Grade F,0
Smartgrade, J3 Pro (J320), Grade G,1.3
Smartgrade, J3 Pro (J320), Fully Broken,0
Smartgrade, J2 Pro (J250), Grade A,7.5
Smartgrade, J2 Pro (J250), Grade B,5.3
Smartgrade, J2 Pro (J250), Grade C,2.6
Smartgrade, J2 Pro (J250), Grade D,1.0
Smartgrade, J2 Pro (J250), Grade E,0
Smartgrade, J2 Pro (J250), Grade F,0
Smartgrade, J2 Pro (J250), Grade G,2.5
Smartgrade, J2 Pro (J250), Fully Broken,0
Smartgrade, J2 (J200), Grade A,10.1
Smartgrade, J2 (J200), Grade B,7.2
Smartgrade, J2 (J200), Grade C,4.0
Smartgrade, J2 (J200), Grade D,2.4
Smartgrade, J2 (J200), Grade E,0
Smartgrade, J2 (J200), Grade F,0
Smartgrade, J2 (J200), Grade G,2.5
Smartgrade, J2 (J200), Fully Broken,0
Smartgrade, J1 Ace (J110), Grade A,5.1
Smartgrade, J1 Ace (J110), Grade B,3.7
Smartgrade, J1 Ace (J110), Grade C,1.0
Smartgrade, J1 Ace (J110), Grade D,0.3
Smartgrade, J1 Ace (J110), Grade E,0
Smartgrade, J1 Ace (J110), Grade F,0
Smartgrade, J1 Ace (J110), Grade G,2.5
Smartgrade, J1 Ace (J110), Fully Broken,0
Smartgrade, C9 Pro (C900), Grade A,24.6
Smartgrade, C9 Pro (C900), Grade B,21.0
Smartgrade, C9 Pro (C900), Grade C,13.6
Smartgrade, C9 Pro (C900), Grade D,10.3
Smartgrade, C9 Pro (C900), Grade E,0
Smartgrade, C9 Pro (C900), Grade F,0
Smartgrade, C9 Pro (C900), Grade G,2.5
Smartgrade, C9 Pro (C900), Fully Broken,0
Smartgrade, C7 (C700), Grade A,17.0
Smartgrade, C7 (C700), Grade B,15.8
Smartgrade, C7 (C700), Grade C,9.6
Smartgrade, C7 (C700), Grade D,7.3
Smartgrade, C7 (C700), Grade E,0
Smartgrade, C7 (C700), Grade F,0
Smartgrade, C7 (C700), Grade G,2.5
Smartgrade, C7 (C700), Fully Broken,0
Smartgrade, M536, Grade A,28.9
Smartgrade, M536, Grade B,28.8
Smartgrade, M536, Grade C,15.3
Smartgrade, M536, Grade D,7.4
Smartgrade, M536, Grade E,0
Smartgrade, M536, Grade F,0
Smartgrade, M536, Grade G,2.5
Smartgrade, M536, Fully Broken,0
Smartgrade, M52 5G (M535), Grade A,27.4
Smartgrade, M52 5G (M535), Grade B,26.1
Smartgrade, M52 5G (M535), Grade C,16.9
Smartgrade, M52 5G (M535), Grade D,12.7
Smartgrade, M52 5G (M535), Grade E,0
Smartgrade, M52 5G (M535), Grade F,0
Smartgrade, M52 5G (M535), Grade G,2.5
Smartgrade, M52 5G (M535), Fully Broken,0
Smartgrade, M52 (M526), Grade A,28.5
Smartgrade, M52 (M526), Grade B,27.1
Smartgrade, M52 (M526), Grade C,18.4
Smartgrade, M52 (M526), Grade D,12.4
Smartgrade, M52 (M526), Grade E,0
Smartgrade, M52 (M526), Grade F,0
Smartgrade, M52 (M526), Grade G,2.5
Smartgrade, M52 (M526), Fully Broken,0
Smartgrade, M51 (M515), Grade A,20.0
Smartgrade, M51 (M515), Grade B,18.9
Smartgrade, M51 (M515), Grade C,11.9
Smartgrade, M51 (M515), Grade D,9.4
Smartgrade, M51 (M515), Grade E,0
Smartgrade, M51 (M515), Grade F,0
Smartgrade, M51 (M515), Grade G,2.5
Smartgrade, M51 (M515), Fully Broken,0
Smartgrade, M32 (M325), Grade A,16.3
Smartgrade, M32 (M325), Grade B,14.8
Smartgrade, M32 (M325), Grade C,9.4
Smartgrade, M32 (M325), Grade D,6.1
Smartgrade, M32 (M325), Grade E,0
Smartgrade, M32 (M325), Grade F,0
Smartgrade, M32 (M325), Grade G,2.5
Smartgrade, M32 (M325), Fully Broken,0
Smartgrade, M30S (M307), Grade A,13.0
Smartgrade, M30S (M307), Grade B,11.0
Smartgrade, M30S (M307), Grade C,7.1
Smartgrade, M30S (M307), Grade D,5.0
Smartgrade, M30S (M307), Grade E,0
Smartgrade, M30S (M307), Grade F,0
Smartgrade, M30S (M307), Grade G,2.5
Smartgrade, M30S (M307), Fully Broken,0
Smartgrade, M31 (M315), Grade A,13.0
Smartgrade, M31 (M315), Grade B,11.0
Smartgrade, M31 (M315), Grade C,7.1
Smartgrade, M31 (M315), Grade D,5.0
Smartgrade, M31 (M315), Grade E,0
Smartgrade, M31 (M315), Grade F,0
Smartgrade, M31 (M315), Grade G,2.5
Smartgrade, M31 (M315), Fully Broken,0
Smartgrade, M31S (M317), Grade A,22.4
Smartgrade, M31S (M317), Grade B,19.9
Smartgrade, M31S (M317), Grade C,10.6
Smartgrade, M31S (M317), Grade D,7.9
Smartgrade, M31S (M317), Grade E,0
Smartgrade, M31S (M317), Grade F,0
Smartgrade, M31S (M317), Grade G,2.5
Smartgrade, M31S (M317), Fully Broken,0
Smartgrade, M22, Grade A,14.0
Smartgrade, M22, Grade B,12.4
Smartgrade, M22, Grade C,8.3
Smartgrade, M22, Grade D,5.9
Smartgrade, M22, Grade E,0
Smartgrade, M22, Grade F,0
Smartgrade, M22, Grade G,2.5
Smartgrade, M22, Fully Broken,0
Smartgrade, M21S (F415), Grade A,13.3
Smartgrade, M21S (F415), Grade B,11.0
Smartgrade, M21S (F415), Grade C,6.2
Smartgrade, M21S (F415), Grade D,4.5
Smartgrade, M21S (F415), Grade E,0
Smartgrade, M21S (F415), Grade F,0
Smartgrade, M21S (F415), Grade G,2.5
Smartgrade, M21S (F415), Fully Broken,0
Smartgrade, iPhone 14 Pro Max, Grade A,154.2
Smartgrade, iPhone 14 Pro Max, Grade B,118.9
Smartgrade, iPhone 14 Pro Max, Grade C,78.6
Smartgrade, iPhone 14 Pro Max, Grade D,66.1
Smartgrade, iPhone 14 Pro Max, Grade G,99.5
Smartgrade, iPhone 14 Pro Max, Aftermarket,0
Smartgrade, iPhone 14 Pro Max, Fully Broken,4.4
Smartgrade, iPhone 14 Pro, Grade A,126.9
Smartgrade, iPhone 14 Pro, Grade B,110.0
Smartgrade, iPhone 14 Pro, Grade C,78.6
Smartgrade, iPhone 14 Pro, Grade D,62.0
Smartgrade, iPhone 14 Pro, Grade G,87.0
Smartgrade, iPhone 14 Pro, Aftermarket,0
Smartgrade, iPhone 14 Pro, Fully Broken,4.4
Smartgrade, iPhone 14 Plus, Grade A,70.6
Smartgrade, iPhone 14 Plus, Grade B,55.2
Smartgrade, iPhone 14 Plus, Grade C,40.3
Smartgrade, iPhone 14 Plus, Grade D,16.2
Smartgrade, iPhone 14 Plus, Grade G,20.3
Smartgrade, iPhone 14 Plus, Aftermarket,0
Smartgrade, iPhone 14 Plus, Fully Broken,4.4
Smartgrade, iPhone 14, Grade A,69.6
Smartgrade, iPhone 14, Grade B,55.2
Smartgrade, iPhone 14, Grade C,40.3
Smartgrade, iPhone 14, Grade D,16.2
Smartgrade, iPhone 14, Grade G,16.2
Smartgrade, iPhone 14, Aftermarket,0
Smartgrade, iPhone 14, Fully Broken,4.4
Smartgrade, iPhone 13 Pro Max, Grade A,140.6
Smartgrade, iPhone 13 Pro Max, Grade B,114.5
Smartgrade, iPhone 13 Pro Max, Grade C,76.1
Smartgrade, iPhone 13 Pro Max, Grade D,41.2
Smartgrade, iPhone 13 Pro Max, Grade G,49.5
Smartgrade, iPhone 13 Pro Max, Aftermarket,8.1
Smartgrade, iPhone 13 Pro Max, Fully Broken,3.3
Smartgrade, iPhone 13 Pro, Grade A,122.4
Smartgrade, iPhone 13 Pro, Grade B,101.2
Smartgrade, iPhone 13 Pro, Grade C,73.6
Smartgrade, iPhone 13 Pro, Grade D,32.8
Smartgrade, iPhone 13 Pro, Grade G,24.5
Smartgrade, iPhone 13 Pro, Aftermarket,7.2
Smartgrade, iPhone 13 Pro, Fully Broken,3.3
Smartgrade, iPhone 13, Grade A,48.4
Smartgrade, iPhone 13, Grade B,41.1
Smartgrade, iPhone 13, Grade C,31.2
Smartgrade, iPhone 13, Grade D,15.3
Smartgrade, iPhone 13, Grade G,16.2
Smartgrade, iPhone 13, Aftermarket,4.6
Smartgrade, iPhone 13, Fully Broken,3.3
Smartgrade, iPhone 13 Mini, Grade A,57.6
Smartgrade, iPhone 13 Mini, Grade B,44.6
Smartgrade, iPhone 13 Mini, Grade C,34.5
Smartgrade, iPhone 13 Mini, Grade D,15.3
Smartgrade, iPhone 13 Mini, Grade G,16.2
Smartgrade, iPhone 13 Mini, Aftermarket,4.6
Smartgrade, iPhone 13 Mini, Fully Broken,3.3
Smartgrade, iPhone 12 Pro Max, Grade A,64.1
Smartgrade, iPhone 12 Pro Max, Grade B,52.6
Smartgrade, iPhone 12 Pro Max, Grade C,34.5
Smartgrade, iPhone 12 Pro Max, Grade D,16.2
Smartgrade, iPhone 12 Pro Max, Grade G,17.8
Smartgrade, iPhone 12 Pro Max, Aftermarket,2.5
Smartgrade, iPhone 12 Pro Max, Fully Broken,0.8
Smartgrade, iPhone 12 Pro, Grade A,27.3
Smartgrade, iPhone 12 Pro, Grade B,21.9
Smartgrade, iPhone 12 Pro, Grade C,12.8
Smartgrade, iPhone 12 Pro, Grade D,5.6
Smartgrade, iPhone 12 Pro, Grade G,17.8
Smartgrade, iPhone 12 Pro, Aftermarket,1.9
Smartgrade, iPhone 12 Pro, Fully Broken,0.8
Smartgrade, iPhone 12 Mini, Grade A,41.0
Smartgrade, iPhone 12 Mini, Grade B,32.7
Smartgrade, iPhone 12 Mini, Grade C,12.8
Smartgrade, iPhone 12 Mini, Grade D,5.6
Smartgrade, iPhone 12 Mini, Grade G,16.2
Smartgrade, iPhone 12 Mini, Aftermarket,2.5
Smartgrade, iPhone 12 Mini, Fully Broken,0.8
Smartgrade, iPhone 12, Grade A,27.3
Smartgrade, iPhone 12, Grade B,21.9
Smartgrade, iPhone 12, Grade C,12.8
Smartgrade, iPhone 12, Grade D,5.6
Smartgrade, iPhone 12, Grade G,17.8
Smartgrade, iPhone 12, Aftermarket,1.9
Smartgrade, iPhone 12, Fully Broken,0.8
Smartgrade, iPhone 11 Pro Max, Grade A,24.6
Smartgrade, iPhone 11 Pro Max, Grade B,14.8
Smartgrade, iPhone 11 Pro Max, Grade C,7.8
Smartgrade, iPhone 11 Pro Max, Grade D,3.7
Smartgrade, iPhone 11 Pro Max, Grade G,14.3
Smartgrade, iPhone 11 Pro Max, Aftermarket,1.9
Smartgrade, iPhone 11 Pro Max, Fully Broken,0
Smartgrade, iPhone 11 Pro, Grade A,17.4
Smartgrade, iPhone 11 Pro, Grade B,10.3
Smartgrade, iPhone 11 Pro, Grade C,5.7
Smartgrade, iPhone 11 Pro, Grade D,2.8
Smartgrade, iPhone 11 Pro, Grade G,8.4
Smartgrade, iPhone 11 Pro, Aftermarket,0
Smartgrade, iPhone 11 Pro, Fully Broken,0
Smartgrade, iPhone 11, Grade A,6.7
Smartgrade, iPhone 11, Grade B,6.7
Smartgrade, iPhone 11, Grade C,1.6
Smartgrade, iPhone 11, Grade D,0.3
Smartgrade, iPhone 11, Grade G,1.4
Smartgrade, iPhone 11, Aftermarket,0
Smartgrade, iPhone 11, Fully Broken,0
Smartgrade, iPhone XS Max, Grade A,33.6
Smartgrade, iPhone XS Max, Grade B,21.0
Smartgrade, iPhone XS Max, Grade C,11.2
Smartgrade, iPhone XS Max, Grade D,4.1
Smartgrade, iPhone XS Max, Grade G,20.3
Smartgrade, iPhone XS Max, Aftermarket,1.3
Smartgrade, iPhone XS Max, Fully Broken,0
Smartgrade, iPhone XS, Grade A,17.4
Smartgrade, iPhone XS, Grade B,9.4
Smartgrade, iPhone XS, Grade C,4.5
Smartgrade, iPhone XS, Grade D,2.0
Smartgrade, iPhone XS, Grade G,6.6
Smartgrade, iPhone XS, Aftermarket,0
Smartgrade, iPhone XS, Fully Broken,0
Smartgrade, iPhone X, Grade A,19.2
Smartgrade, iPhone X, Grade B,11.2
Smartgrade, iPhone X, Grade C,5.3
Smartgrade, iPhone X, Grade D,2.8
Smartgrade, iPhone X, Grade G,7.8
Smartgrade, iPhone X, Aftermarket,0
Smartgrade, iPhone X, Fully Broken,0
Smartgrade, iPhone XR, Grade A,3.5
Smartgrade, iPhone XR, Grade B,3.5
Smartgrade, iPhone XR, Grade C,0.7
Smartgrade, iPhone XR, Grade D,0.3
Smartgrade, iPhone XR, Grade G,0.7
Smartgrade, iPhone XR, Aftermarket,0
Smartgrade, iPhone XR, Fully Broken,0
Smartgrade, iPhone 8 Plus, Grade A,4.9
Smartgrade, iPhone 8 Plus, Grade B,4.9
Smartgrade, iPhone 8 Plus, Grade C,1.2
Smartgrade, iPhone 8 Plus, Grade D,0.8
Smartgrade, iPhone 8 Plus, Grade G,0.8
Smartgrade, iPhone 8 Plus, Aftermarket,0
Smartgrade, iPhone 8 Plus, Fully Broken,0
Smartgrade, iPhone 8, Grade A,1.1
Smartgrade, iPhone 8, Grade B,1.1
Smartgrade, iPhone 8, Grade C,0.3
Smartgrade, iPhone 8, Grade D,0
Smartgrade, iPhone 8, Grade G,0
Smartgrade, iPhone 8, Aftermarket,0
Smartgrade, iPhone 8, Fully Broken,0
Smartgrade, iPhone 7 Plus, Grade A,4.4
Smartgrade, iPhone 7 Plus, Grade B,4.4
Smartgrade, iPhone 7 Plus, Grade C,1.2
Smartgrade, iPhone 7 Plus, Grade D,0.3
Smartgrade, iPhone 7 Plus, Grade G,0.3
Smartgrade, iPhone 7 Plus, Aftermarket,0
Smartgrade, iPhone 7 Plus, Fully Broken,0
Smartgrade, iPhone 7, Grade A,1.1
Smartgrade, iPhone 7, Grade B,1.1
Smartgrade, iPhone 7, Grade C,0.3
Smartgrade, iPhone 7, Grade D,0
Smartgrade, iPhone 7, Grade G,0
Smartgrade, iPhone 7, Aftermarket,0
Smartgrade, iPhone 7, Fully Broken,0
Smartgrade, iPhone 6S Plus, Grade A,4.9
Smartgrade, iPhone 6S Plus, Grade B,4.9
Smartgrade, iPhone 6S Plus, Grade C,1.2
Smartgrade, iPhone 6S Plus, Grade D,0.3
Smartgrade, iPhone 6S Plus, Grade G,0.3
Smartgrade, iPhone 6S Plus, Aftermarket,0
Smartgrade, iPhone 6S Plus, Fully Broken,0
Smartgrade, iPhone 6S, Grade A,0.8
Smartgrade, iPhone 6S, Grade B,0.8
Smartgrade, iPhone 6S, Grade C,0.3
Smartgrade, iPhone 6S, Grade D,0
Smartgrade, iPhone 6S, Grade G,0
Smartgrade, iPhone 6S, Aftermarket,0
Smartgrade, iPhone 6S, Fully Broken,0
Smartgrade, iPhone 6 Plus, Grade A,1.7
Smartgrade, iPhone 6 Plus, Grade B,1.7
Smartgrade, iPhone 6 Plus, Grade C,1.2
Smartgrade, iPhone 6 Plus, Grade D,0
Smartgrade, iPhone 6 Plus, Grade G,0
Smartgrade, iPhone 6 Plus, Aftermarket,0
Smartgrade, iPhone 6 Plus, Fully Broken,0
Smartgrade, iPhone 6, Grade A,0.2
Smartgrade, iPhone 6, Grade B,0.2
Smartgrade, iPhone 6, Grade C,0
Smartgrade, iPhone 6, Grade D,0
Smartgrade, iPhone 6, Grade G,0
Smartgrade, iPhone 6, Aftermarket,0
Smartgrade, iPhone 6, Fully Broken,0
Smartgrade, iPad Pro 12.9 2021, Grade A,30.0
Smartgrade, iPad Pro 12.9 2021, Grade B,11.0
Smartgrade, iPad Pro 12.9 2021, Grade C,3.6
Smartgrade, iPad Pro 12.9 2020, Grade A,18.7
Smartgrade, iPad Pro 12.9 2020, Grade B,9.1
Smartgrade, iPad Pro 12.9 2020, Grade C,3.6
Smartgrade, iPad Pro 12.9 2018, Grade A,18.7
Smartgrade, iPad Pro 12.9 2018, Grade B,8.2
Smartgrade, iPad Pro 12.9 2018, Grade C,3.6
Smartgrade, iPad Pro 12.9 2017, Grade A,44.4
Smartgrade, iPad Pro 12.9 2017, Grade B,25.7
Smartgrade, iPad Pro 12.9 2017, Grade C,15.7
Smartgrade, iPad Pro 12.9 2015, Grade A,25.7
Smartgrade, iPad Pro 12.9 2015, Grade B,14.3
Smartgrade, iPad Pro 12.9 2015, Grade C,9.2
Smartgrade, iPad Pro 11 - (2018/2019/2020), Grade A,18.7
Smartgrade, iPad Pro 11 - (2018/2019/2020), Grade B,8.2
Smartgrade, iPad Pro 11 - (2018/2019/2020), Grade C,3.6
Smartgrade, iPad Pro 10.9 Air 4, Grade A,10.8
Smartgrade, iPad Pro 10.9 Air 4, Grade B,3.9
Smartgrade, iPad Pro 10.9 Air 4, Grade C,1.9
Smartgrade, iPad Pro 10.5, Grade A,20.0
Smartgrade, iPad Pro 10.5, Grade B,6.3
Smartgrade, iPad Pro 10.5, Grade C,4.4
Smartgrade, iPad 10.2 2021/ iPad 9, Grade A,12.6
Smartgrade, iPad 10.2 2021/ iPad 9, Grade B,6.5
Smartgrade, iPad 10.2 2021/ iPad 9, Grade C,1.9
Smartgrade, iPad 10.2 2020/ iPad 8, Grade A,12.6
Smartgrade, iPad 10.2 2020/ iPad 8, Grade B,6.5
Smartgrade, iPad 10.2 2020/ iPad 8, Grade C,1.9
Smartgrade, iPad 10.2 2019/ iPad 7, Grade A,12.6
Smartgrade, iPad 10.2 2019/ iPad 7, Grade B,6.5
Smartgrade, iPad 10.2 2019/ iPad 7, Grade C,1.9
Smartgrade, iPad Mini 4, Grade A,13.5
Smartgrade, iPad Mini 4, Grade B,8.2
Smartgrade, iPad Mini 4, Grade C,3.6
Smartgrade, iPad Mini 2019, Grade A,13.5
Smartgrade, iPad Mini 2019, Grade B,8.2
Smartgrade, iPad Mini 2019, Grade C,3.6
Smartgrade, iPad Mini 6, Grade A,44.4
Smartgrade, iPad Mini 6, Grade B,25.7
Smartgrade, iPad Mini 6, Grade C,19.8
Smartgrade, iPad Air 2/ Air 6, Grade A,12.6
Smartgrade, iPad Air 2/ Air 6, Grade B,7.4
Smartgrade, iPad Air 2/ Air 6, Grade C,3.6
Smartgrade, iPad Air/ Air 5, Grade A,12.6
Smartgrade, iPad Air/ Air 5, Grade B,7.4
Smartgrade, iPad Air/ Air 5, Grade C,1.9
Smartgrade, iPad Pro 9.7, Grade A,8.2
Smartgrade, iPad Pro 9.7, Grade B,3.9
Smartgrade, iPad Pro 9.7, Grade C,1.9
Smartgrade, Mate 40 Pro, Grade A,48.4
Smartgrade, Mate 40 Pro, Grade B,38.6
Smartgrade, Mate 40 Pro, Grade C,26.6
Smartgrade, Mate 40 Pro, Grade D,20.0
Smartgrade, Mate 40 Pro, Grade G,2.6
Smartgrade, Mate 40, Grade A,39.5
Smartgrade, Mate 40, Grade B,30.6
Smartgrade, Mate 40, Grade C,20.8
Smartgrade, Mate 40, Grade D,12.6
Smartgrade, Mate 40, Grade G,2.6
Smartgrade, Mate 30, Grade A,46.3
Smartgrade, Mate 30, Grade B,40.4
Smartgrade, Mate 30, Grade C,30.2
Smartgrade, Mate 30, Grade D,21.5
Smartgrade, Mate 30, Grade G,0
Smartgrade, Mate 30 Pro, Grade A,74.4
Smartgrade, Mate 30 Pro, Grade B,66.8
Smartgrade, Mate 30 Pro, Grade C,52.9
Smartgrade, Mate 30 Pro, Grade D,37.2
Smartgrade, Mate 30 Pro, Grade G,0
Smartgrade, Mate 20 X, Grade A,74.2
Smartgrade, Mate 20 X, Grade B,66.3
Smartgrade, Mate 20 X, Grade C,50.9
Smartgrade, Mate 20 X, Grade D,39.7
Smartgrade, Mate 20 X, Grade G,0.7
Smartgrade, Mate 20 Pro, Grade A,18.2
Smartgrade, Mate 20 Pro, Grade B,14.8
